"","seismic","seismoacoustic","shift","genergy","gpuls","gdenergy","gdpuls","ghazard","nbumps","nbumps2","nbumps3","nbumps4","nbumps5","nbumps6","nbumps7","nbumps89","energy","maxenergy","class"
"1895","a","a","W",654184.668875271,1201.70605930872,16.0354288397357,1.01982254907489,"a",2.16997042484581,0.584985212422907,1.58498521242291,0,0,0,0,0,6504.38613565639,4339.94084969163,"1"
"18961","a","a","W",1766860,2899,32,18,"a",0,0,0,0,0,0,0,0,0,0,"1"
"18971","a","a","W",1683989.08370018,2778.79551858827,32.1131868939847,15.2835145443678,"a",0.113186893984675,0,0.113186893984675,0,0,0,0,0,226.373787969351,226.373787969351,"1"
"18981","a","a","W",885264.050875502,1701.5348938955,-5.73524494026788,-0.448341970797628,"a",1.67712199734524,1.67712199734524,0,0,0,0,0,0,754.704898805358,503.136599203572,"1"
"1899","a","a","W",1338540.23722172,2277.72106087394,32.5850084172562,3.95979798585176,"a",0.585008417256176,0,0.585008417256176,0,0,0,0,0,1170.01683451235,1170.01683451235,"1"
"1900","a","a","W",1766860,2899,32,18,"a",0,0,0,0,0,0,0,0,0,0,"1"
"19011","a","a","N",646556.63208989,1018.92913879268,1.28973414516076,3.67691498156637,"a",2.22563832718879,0.612819163594395,1.61281916359439,0,0,0,0,0,7105.88839608245,4838.45749078318,"1"
"1902","a","b","W",1047429.65331493,1651.65323702572,16.0647627739236,-3.1774604623206,"a",1,0,1,0,0,0,0,0,2470.4232562799,2470.4232562799,"1"
"19031","a","b","W",429578.328788362,797.316832496785,3.5314771279227,5.59840896679088,"a",2.86613632226363,0.933068161131814,1.93306816113181,0,0,0,0,0,9251.55667958315,5799.20448339544,"1"
"19041","a","b","W",1085584.72257132,1492.19698775187,-1.81738010211848,0.608204518910497,"a",0.966210860060528,0,0.966210860060528,0,0,0,0,0,2898.63258018158,2898.63258018158,"1"
"19051","a","b","W",1061166.66036928,1451.63916535489,-2.21063463762403,-0.131560893729329,"a",1,0,1,0,0,0,0,0,2978.07318437845,2978.07318437845,"1"
"19061","a","b","W",1153483.07033366,1757.96324843261,31.7611794425175,-1.54024599306285,"a",1.49552822299302,0.495528222993016,1,0,0,0,0,0,1975.22358885035,1752.23588850349,"1"
"19071","a","b","W",1045976.57045468,1829.49671274656,32.8823936167173,-5.57661702018231,"a",1.04704255331308,0.0470425533130765,1,0,0,0,0,0,1997.64787233435,1976.47872334346,"1"
"1908","a","b","W",1159740.18880419,1497.14316521049,9.80573986447416,4.89980092272162,"a",2.5562375576701,2,0.556237557670102,0,0,0,0,0,1456.2375576701,822.495023068041,"1"
"19091","a","a","W",1562062.99179713,1779.96593998512,28.7587717305869,13.1381575958803,"a",2.43092120205984,1.62061413470656,0.810307067353278,0,0,0,0,0,1539.58342797123,810.307067353278,"1"
"1910","a","b","W",1628254.16250414,2141.64199738158,29.8063490148634,14.7095235222951,"a",1.64523823885247,1.09682549256831,0.548412746284157,0,0,0,0,0,1041.9842179399,548.412746284157,"1"
"19111","b","b","W",1754403.41701446,2879.23606579378,31.0962813384831,18.314336925745,"a",0.0982302892953157,0.0589381735771894,0.0392921157181263,0,0,0,0,0,137.522405013442,58.9381735771894,"1"
"1912","a","a","W",1113574.76549862,1882.02076106332,-4.78528160671704,26.1576864738017,"a",4.21576864738017,2.41182648553513,1.80394216184504,0,0,0,0,0,6019.71080922522,2803.94216184504,"1"
"19131","a","b","W",1053898.48719531,1847.95826401934,23.8028855551966,1.82733144238591,"a",1.78273314423859,0.587049858178943,1.19568328605965,0,0,0,0,0,2978.41643029824,2195.68328605965,"1"
"1914","b","b","W",1618124.04084726,2663.01171057858,21.2092829886824,21.7532928735018,"a",1.17290402296931,0.703742413781583,0.469161609187722,0,0,0,0,0,1642.06563215703,703.742413781583,"1"
"1915","a","b","W",986202.830544058,1744.73095235601,-13.6486515458673,20.6487587429583,"a",3.94595463760197,2.64865154586732,1.29730309173465,0,0,0,0,0,4856.77442979068,2156.76371008158,"1"
"19161","b","b","W",783192.382581416,1750.71256045275,-17.3825989302713,-3.10444833734073,"a",1.57911033253185,0.579110332531855,1,0,0,0,0,0,2115.82206650637,2000,"1"
"1917","a","b","W",454832.527348551,1057.03029155568,-14.9431770653464,3.71375449211337,"a",2.67339349887334,1,1.67339349887334,0,0,0,0,0,7250.45124155004,4693.57399549335,"1"
"1918","b","a","W",955050.962915365,1809.6739430679,17.0445170933381,-5.08301822375506,"b",1.18339635524899,0.183396355248988,1,0,0,0,0,0,2036.6792710498,2000,"1"
"19191","b","b","W",691202.930108909,1516.867154476,-21.6661443940829,-3.36589187360369,"a",2,1.78863062453456,0.211369375465438,0,0,0,0,0,1174.78018810507,895.917125651613,"1"
"19201","a","b","W",604246.949072424,1680.74980068859,-52.6301466738805,-1.10023317020386,"a",2,1.03341105673462,0.966588943265378,0,0,0,0,0,2156.56562624499,1953.22452057153,"1"
"19211","a","b","W",702403.490212013,1505.86191682145,-16.8389610785525,-3.79248859034851,"a",1.89624429517426,1.79248859034851,0.103755704825744,0,0,0,0,0,1221.64268495981,952.76939640753,"1"
"19221","a","b","N",470668.814817744,1416.77453852957,-55.4793562965933,-19.1527675371617,"a",1,0,0.761767117539421,0.238232882460579,0,0,0,0,5429.39729476348,5429.39729476348,"1"
"19231","b","b","W",956488.9646616,1831.73645364167,18.4375217419583,-5.29819381888956,"a",1,0,1,0,0,0,0,0,2350.90309055522,2350.90309055522,"1"
"19241","b","b","W",776416.081721492,1819.6176782907,-15.0910900624003,-3.68235710542649,"a",1,0,1,0,0,0,0,0,3158.82144728675,3158.82144728675,"1"
"1925","a","b","W",686567.392620526,1547.88805054501,-21.4668388993014,-3.5423330324702,"a",1.7711665162351,1.5423330324702,0.228833483764902,0,0,0,0,0,1609.3837996712,1378.03384480067,"1"
"19261","a","a","W",954137.359748099,1824.88900576602,21.0423094904982,-7.37973352032714,"a",1.15330372448079,0.153303724480793,1,0,0,0,0,0,2045.99111734424,2000,"1"
"19271","a","a","W",1020033.61240811,1834.79519967316,30.8231085380539,-6.2511797840707,"a",1.02790886489674,0.0279088648967445,1,0,0,0,0,0,2008.37265946902,2000,"1"
"19281","a","a","W",1209640.66189076,2393.47210732335,-2.11537926038727,3.37912317411974,"a",0.886113747023046,0.443056873511523,0.443056873511523,0,0,0,0,0,1019.0308090765,886.113747023046,"1"
"19291","a","a","W",948688.673109957,1824.06990385661,20.2335759596899,-7.47304892772809,"a",1.1636721030809,0.163672103080899,1,0,0,0,0,0,2049.10163092427,2000,"1"
"1930","a","a","W",1481846.00926625,2640.42584030214,14.5502100817394,10.5215186064597,"a",0.453241296578199,0.226620648289099,0.226620648289099,0,0,0,0,0,521.227491064928,453.241296578199,"1"
"1931","a","a","W",583979.270377832,2725.90127899777,-0.107531778281555,45.4323050715029,"a",1.35698728868738,1,0.356987288687378,0,0,0,0,0,2388.59343465883,1728.16695058718,"1"
"19321","a","a","W",652230.566224009,2680.3135943599,-4.38256346061826,37.6509432736784,"a",1.28188028838485,1.28188028838485,0,0,0,0,0,0,828.188028838485,743.623942323029,"1"
"19331","a","a","W",1016550.43948631,1895.72807806404,31.4850116432644,-3.32649113517255,"a",1,0.0445584810804576,0.955441518919542,0,0,0,0,0,1946.52982270345,1946.52982270345,"1"
"1934","a","a","W",1098848.28096396,3049.07810586691,12.6539941655938,39.1047336375341,"a",0.586242601042613,0.586242601042613,0,0,0,0,0,0,468.994080834091,468.994080834091,"1"
"1935","a","a","W",523313.64204868,2126.1062121531,1.1399621211458,33.4563636370003,"a",1.85598484845832,1,0.85598484845832,0,0,0,0,0,4609.13257563952,3025.56060599163,"1"
"19361","a","a","W",813510.243810415,1942.99863477191,16.0758482296951,-8.22686207504012,"a",1.44537241500802,0.890744830016047,0.554627584991977,0,0,0,0,0,1510.09034349117,1421.01586048957,"1"
"1937","a","a","W",740752.107177973,1977.86581526184,10.5088194119744,-8.95936586684547,"a",1.59187317336909,1.18374634673819,0.408126826630905,0,0,0,0,0,1348.939509294,1230.56487462018,"1"
"1938","a","a","W",1493681.06246948,2715.81360308826,23.7743972260505,11.5529059339315,"a",0.444627176970243,0.444627176970243,0,0,0,0,0,0,200.08222963661,155.619511939585,"1"
"19391","a","a","W",513466.88546017,1863.32943086047,-3.56115172035061,-8.28217547177337,"a",2.15987203107215,1.84012796892785,0.319744062144309,0,0,0,0,0,2306.87387343496,1547.32176468242,"1"
"19401","a","b","W",595276.351045091,1880.2812934909,-7.5790557153523,-8.74332624906674,"a",2,2,0,0,0,0,0,0,900,667.761803558096,"1"
"19411","b","a","W",341951.707979518,1664.96655723383,-39.1425079363398,-27.6686950707808,"a",2.78197326650843,0,1.78197326650843,1,0,0,0,0,63459.1979952529,54549.3316627108,"1"
"19421","a","a","W",400350.745884734,1869.0146830692,-33.6603389480151,-21.200202357024,"a",2.9400151767768,0,1.9600101178512,0.980005058925599,0,0,0,0,68600.3541247919,58800.3035355359,"1"
"19431","a","b","W",692555.808642774,1496.25735313981,-14.4739038967527,-5.20592137007043,"a",2.06699563167058,1.86600873665884,0.133991263341159,0.0669956316705793,0,0,0,0,5529.39814843703,4579.54052123241,"1"
"1944","a","a","W",195890.212238026,788.962801741902,-58.9686798891053,-54.7992461640388,"a",1.73849053215235,0,0.738490532152355,1,0,0,0,0,32154.7159645706,28462.2633038089,"1"
"19451","a","a","W",901745.328946707,2246.93313256907,-9.56848726724274,-6.81700732372701,"a",1.86127554927953,0,1.24085036618635,0.620425183093175,0,0,0,0,43429.7628165223,37225.5109855905,"1"
"19461","a","a","W",671082.61234411,1615.73663870012,18.7249444322661,-18.6889382824302,"a",4.96529321325943,2.37917592795566,2.58611728530377,0,0,0,0,0,17306.0318031814,6758.35185591131,"1"
"19471","a","b","W",1298045.23247436,2370.98981804051,25.3063586179633,2.25025557167828,"a",2.36246166424826,1.18123083212413,1.18123083212413,0,0,0,0,0,8386.73890808132,3149.94888566434,"1"
"19481","a","b","W",584782.024771599,1552.64162368933,13.2754650954157,-20.8913704184815,"a",5.75363787077367,2.93840946769342,2.81522840308025,0,0,0,0,0,20043.5531409457,7544.2300609313,"1"
"1949","a","b","W",102767.340976521,198.427631112281,-71.1356144435704,-72.8983176257461,"a",1.10593099752441,0.0635585985146463,0.0635585985146463,0.978813800495118,0,0,0,0,10239.4040544052,9957.62760099024,"1"
"1950","a","a","N",455272.687952665,1049.64796154504,8.07079005823471,-4.36201105732471,"a",4.11021547042765,1.74014364695176,2.37007182347588,0,0,0,0,0,13992.8331523202,6740.14364695176,"1"
"1951","a","b","W",728041.037556827,1558.01945786085,-5.97230031527579,-1.62298393016681,"a",2.20669704955071,1.79330295044929,0.413394099101424,0,0,0,0,0,2770.60829843394,1468.12760811299,"1"
"1952","a","b","W",1368944.17897217,2648.36726522818,41.8371209893376,18.4277009125799,"a",1.71080365031958,0,1.71080365031958,0,0,0,0,0,8126.31733901799,3849.30821321905,"1"
"19531","a","a","W",699139.2181839,1838.59855573718,39.5105802449398,15.0517165330239,"a",3.69628588715568,0.303714112844318,3.39257177431136,0,0,0,0,0,16175.4587505478,8088.85766146705,"1"
"1954","a","a","W",979483.83597522,1969.60794185568,39.1289384891279,0.964702828554437,"a",1.83576433942653,0,1.83576433942653,0,0,0,0,0,6735.99792341702,3950.11679199524,"1"
"1955","a","a","W",1601543.22551944,2794.87296332,36.0868973440956,18.1776911888737,"a",0.710764755494893,0,0.710764755494893,0,0,0,0,0,3376.13258860074,1599.22069986351,"1"
"1956","b","b","N",724329.831061473,2097.5210702701,27.8647224451415,14.2608654617798,"a",2.08212605980225,1,1.08212605980225,0,0,0,0,0,3733.81938871462,3246.37817940675,"1"
"1957","b","b","N",519952.434367076,1288.35139183467,13.5236102165654,9.29663430573419,"a",2.63370729936287,1,1.63370729936287,0,0,0,0,0,7319.09744585864,4901.1218980886,"1"
"19581","a","a","W",966983.239496751,1929.16291259462,32.2743077748455,-0.920154423918575,"a",1.24189740838483,0.24189740838483,1,0,0,0,0,0,2290.2768900618,2241.89740838483,"1"
"19591","b","b","N",740833.096004885,2162.86069100793,29.0227525332011,14.6617220307235,"a",2.03758644103073,1,1.03758644103073,0,0,0,0,0,3444.31186669972,3112.75932309218,"1"
"19601","b","b","W",749308.854748271,2201.1339142595,29.1521684571635,14.2674076959956,"a",1.9917686257977,0.991768625797704,0.991768625797704,0.00823137420229614,0,0,0,0,3255.97334457561,3057.61961941607,"1"
"19611","a","a","W",396981.177602205,883.014908468351,-2.54301295615733,-0.543012956157327,"a",3.57732467260212,1.19244155753404,2.38488311506808,0,0,0,0,0,10277.3246726021,5615.11688493192,"1"
"1962","b","a","N",405609.936918048,972.349784572609,-6.97068903129548,-4.97068903129548,"a",3.9680019733496,1.32266732444987,2.64533464889973,0,0,0,0,0,10668.0019733496,5354.66535110027,"1"
"19631","b","a","W",907367.199954654,1944.42152003897,-8.4814403266646,-12.0346170165576,"a",3.91755874129012,1.30585291376337,2.61170582752675,0,0,0,0,0,8292.16600239743,2611.70582752675,"1"
"1964","a","b","W",621231.292532207,1458.90229747631,-19.0488512618467,-12.5395547226071,"a",3.42325912043452,2,1.42325912043452,0,0,0,0,0,5098.61440528184,1809.77025236934,"1"
"1965","b","a","W",701576.448116531,1469.20878791157,-13.8956060442142,-5.26438500359654,"a",2.21073083393276,2,0.210730833932757,0,0,0,0,0,1521.65596010163,779.121208842844,"1"
"19661","a","b","W",275684.252727912,669.496445975732,-46.8302511908114,-51.7557135121897,"a",2.30848744045943,0.872324960306287,0.436162480153143,1,0,0,0,0,15779.1528620292,14361.6248015314,"1"
"19671","b","a","W",903663.864285834,2332.37777118012,39.0469952374697,23.7583974599838,"a",6.33724960312247,3.73489984124899,1.73489984124899,0.867449920624495,0,0,0,0,31781.217174232,26103.0276663601,"1"
"19681","a","a","W",879861.640822454,2299.79236880015,42.8780337760691,25.8910870482214,"a",6.6165612814948,3.7124209611211,2,0.904140320373699,0,0,0,0,33930.9605860151,27699.3676889688,"1"
"19691","b","a","W",814152.922194442,1922.52686742786,14.2825901769102,10.5507147610188,"a",4.27354918140918,2.90941967256367,0.909419672563672,0.454709836281836,0,0,0,0,17087.6701716334,13968.469186686,"1"
"19701","a","b","W",751894.270960605,1637.45820567105,-2.94210237637162,1.36421206593513,"a",2.83815813530236,2.33526325412095,0.335263254120946,0.167631627060473,0,0,0,0,6867.68592335284,5528.36983557791,"1"
"19711","a","b","W",624494.188455832,1695.30860316637,-14.853790108813,-5.85379010881297,"a",3.23586007254198,2,0.617930036270991,0.617930036270991,0,0,0,0,20550.1751534175,18767.1430663671,"1"
"1972","b","a","N",284583.742337152,841.27155018365,-49.9852982820012,-46.9476313139312,"a",2.21130009042099,0.807533393613994,0.403766696806997,1,0,0,0,0,19165.5040175188,18075.3339361399,"1"
"19731","b","a","N",408022.703700233,891.063587037846,1.41341482847929,4.31871963851154,"a",3.12932925857604,1.12932925857604,1.87067074142396,0.129329258576035,0,0,0,0,12674.5729472488,9103.90220582485,"1"
"19741","b","a","N",512209.51860901,1638.0191903885,-22.709252941655,-14.8863148612436,"a",3.64688142412342,1.76458761608228,0.88229380804114,1,0,0,0,0,30028.0694425339,27645.8761608228,"1"
"1975","a","b","W",632979.596119956,1674.40319403051,-14.6810181324836,-5.68101813248359,"a",3.12067875498906,2,0.560339377494529,0.560339377494529,0,0,0,0,18718.792204326,17073.9776983391,"1"
"1976","a","a","N",97694.7612580284,185.960453565232,-72.474998857826,-73.402082032524,"a",1.01458336506039,0.014583365060389,0.014583365060389,0.985416634939611,0,0,0,0,9976.66661590338,9970.83326987922,"1"
"19771","a","a","W",902962.253972492,1723.73074923572,17.2993117752485,-12.0559797438327,"a",1.22429554606788,0.224295546067879,1,0,0,0,0,0,3435.49149483442,3345.77327640727,"1"
"19781","a","a","W",704332.369613755,1552.94706073985,-6.37367474893108,-21.1869888317306,"a",1.56248106784187,0.562481067841873,1,0,0,0,0,0,5599.87883418798,5374.88640705124,"1"
"1979","a","b","N",286445.919798519,804.598705686163,-53.3254054989666,-51.5928229293786,"a",1.5465165139176,0.546516513917595,0.546516513917595,0.453483486082405,0,0,0,0,9125.57357773185,8906.96697216481,"1"
"19801","a","a","W",1686597.73623724,2803.68285917677,27.8028827589005,14.8977829087526,"a",0.121655572205782,0.060827786102891,0.060827786102891,0,0,0,0,0,510.953403264284,486.622288823128,"1"
"19811","a","a","N",239959.420745857,636.256048246287,-53.026195554994,-52.7164378864691,"a",1.32743941713125,0.163719708565623,0,1.16371970856562,0,0,0,0,19954.1582807899,14911.5912569687,"1"
"1982","b","a","N",199439.286422897,507.842102081981,-58.5155093013309,-58.5657066325657,"a",1.2374506671913,0.118725333595648,0,1.11872533359565,0,0,0,0,17218.5002826154,13561.7600078695,"1"
"19831","b","a","N",907780.26075223,2704.69334389269,42.6955107725225,48.9950119694695,"a",3,1,0.28019952122122,1.71980047877878,0,0,0,0,62239.9046266917,35236.6081392393,"1"
"1984","b","a","W",999380.191040486,2843.47028894722,46.5780140161514,46.6148043125868,"a",2.69725175201893,0.848625876009464,0.151374123990536,1.69725175201893,0,0,0,0,60385.4602694511,34247.7832883596,"1"
"19851","b","a","W",597978.96700409,1548.6310306862,19.7981498155277,23.5534997950308,"a",3,1,1.29786000819877,0.702139991801232,0,0,0,0,31150.3767495276,17936.3798606209,"1"
"1986","b","a","N",759956.934245268,2270.65020881966,14.2491646909621,13.2491646909621,"a",2.91756405914202,1.91756405914202,0.958782029571012,0.0412179704289883,0,0,0,0,6260.75008467305,5206.08985214494,"1"
"19871","b","a","W",700795.180206704,2011.24909780128,14.9586878069676,14.6103975626174,"a",3,1.7827634147834,1.2172365852166,0,0,0,0,0,6882.05170677975,5217.2365852166,"1"
"1988","a","b","N",230963.786361895,604.936936642975,-54.9022530864459,-55.9022530864459,"a",1.39775267941877,0.397752679418772,0.198876339709386,0.801123660290614,0,0,0,0,9224.38227513339,9005.61830145307,"1"
"1989","a","a","W",743491.992737537,1811.27183061698,-1.14783511334099,4.02888589096256,"a",2.38232789956965,2,0.382327899569646,0,0,0,0,0,2888.10507776216,2282.24275810644,"1"
"19901","b","a","N",737641.833550297,2157.9359873794,16.2342259772122,15.6126061249524,"a",3,1.87387328408659,1.12612671591341,0,0,0,0,0,6554.05617728829,5126.12671591341,"1"
"1991","a","a","W",489288.834136075,1527.73307504202,-28.677164521534,-23.6220470061526,"a",1,0,1,0,0,0,0,0,6405.51175153814,6405.51175153814,"1"
"19921","b","a","W",624146.449428254,1604.20198986982,-13.4269535872154,-19.2648438820615,"a",1,0,1,0,0,0,0,0,5316.21097051539,5316.21097051539,"1"
"19931","a","a","W",1530762.74613013,2652.09885527496,19.9432562023867,10.3116416363046,"a",0.174735417356715,0,0.174735417356715,0,0,0,0,0,1223.147921497,1223.147921497,"1"
"1994","a","b","W",369525.674918639,1297.8686260106,-42.1425432525575,-32.8567243367434,"a",1,0,0.857151576317847,0.142848423682153,0,0,0,0,7428.54527104646,7428.54527104646,"1"
"1995","a","b","W",680641.96862322,1472.74577445607,-15.7932391297072,-6.56046920223162,"a",1.8836150362622,1.7672300725244,0.116384963737801,0,0,0,0,0,1609.94827880058,1344.86376792192,"1"
"1996","a","a","W",707288.979804339,1569.58524891315,-10.6138602173887,-1.3626876086928,"a",2.12558630434796,1.87441369565204,0.251172608695924,0,0,0,0,0,1841.89728260972,1403.75234782696,"1"
"1997","a","a","N",421219.937538733,960.592470147181,4.27852819953114,7.53190509742126,"a",3,1,2,0,0,0,0,0,9518.95667030476,6139.26409976557,"1"
"19981","a","a","W",1127055.37744429,2530.70366483741,17.1077687181532,17.4272218737751,"a",1.71833437867463,0.572778126224875,1.14555625244975,0,0,0,0,0,4811.33626028895,4009.44688357413,"1"
"19991","b","a","W",971081.779443659,1906.26163907163,28.5368394870311,-2.19804845191538,"a",1.33060448244214,0.16530224122107,1.16530224122107,0,0,0,0,0,3057.93434381485,2826.51120610535,"1"
"20001","a","a","N",436627.393631069,1047.89423370641,4.39454383216798,8.16999107692391,"a",3,1,2,0,0,0,0,0,9443.54650909081,6197.27191608399,"1"
"2001","b","a","W",690350.11136211,1476.56068181852,-15.0288974202704,-5.50288697797805,"a",2.15028869779781,1.9248556511011,0.150288697797805,0.0751443488989025,0,0,0,0,3154.33046696708,2057.80036863871,"1"
"20021","a","a","N",381435.820640617,1318.41135840164,-27.4434505915269,-15.4387163124047,"a",3.71462387708016,1,2,0.714623877080157,0,0,0,0,24850.0261940993,16004.7342791222,"1"
"20031","a","a","W",549991.081015137,1507.54501522845,-26.3339920428116,-13.8770311428234,"a",2.98770311428234,1.50614844285883,0.98770311428234,0.49385155714117,0,0,0,0,15715.5467142351,10180.7202085387,"1"
"20041","b","a","W",382171.538639448,1169.00980058266,-19.164271065034,-9.79382118070498,"a",3.5264607060235,1,2,0.526460706023499,0,0,0,0,20860.9669676982,13370.449884329,"1"
"20051","b","a","W",381959.700350903,1212.02760137664,-21.5481290435418,-11.419178893324,"a",3.58063929644413,1,2,0.580639296444133,0,0,0,0,22009.5530846156,14128.9501502179,"1"
"2006","b","b","W",433255.859773709,1343.26554949768,-30.0912292925641,-28.2875363631174,"a",2.89953838381916,2,0,0.899538383819163,0,0,0,0,82578.08525078,81018.7315134332,"1"
"20071","a","a","W",431280.193870286,1362.98489841726,-30.6146283447742,-29.9393248264678,"a",2.93506070366129,1.9567071357742,0,0.978353567887098,0,0,0,0,89715.0221752468,88051.8211098388,"1"
"2008","b","b","W",438808.564913697,1345.77816582564,-29.7550341500901,-27.8097853711806,"a",2.88184390263632,2,0,0.881843902636319,0,0,0,0,80971.4263593778,79436.844895687,"1"
"2009","b","a","W",392331.084954105,1018.56726305559,-12.6650890484452,-11.1280081886798,"a",3,1.46291914023459,1.07416171953082,0.46291914023459,0,0,0,0,47659.3694992363,44885.2077797055,"1"
"20101","b","a","N",203344.456486988,584.757477199659,-58.3051236507017,-58.5883004141506,"a",1.71682323655114,0.716823236551136,0,1,0,0,0,0,39282.2292131139,38672.9294620454,"1"
"20111","a","a","W",789777.861280991,1892.94524847623,18.6287435106933,1.18562824465334,"a",2.02651832066476,1.02651832066476,1,0,0,0,0,0,3950.38480926305,3539.77748099715,"1"
"2012","a","a","W",120137.812929428,274.543890353758,-68.3672349760309,-69.129657282494,"a",1.11878884676844,0.118788846768439,0.0593944233842194,0.940605576615781,0,0,0,0,9750.54342178628,9703.0278830789,"1"
"2013","a","b","W",669088.821449643,1610.62102013174,-7.70909818448126,-0.472732122987509,"a",2.29393898975104,2,0.293938989751041,0,0,0,0,0,2340.3010497801,1893.33155490458,"1"
"2014","a","b","W",690753.174879192,1545.50320782373,-10.1767205456272,-2.11781369708478,"a",2.15684885857627,2,0.156848858576268,0,0,0,0,0,1668.55940702371,1290.13497773558,"1"
"2015","a","a","W",1522722.27809079,2706.61297475547,26.5493707433343,15.9812484234571,"a",0.605625472962856,0.403750315308571,0.201875157654285,0,0,0,0,0,1170.87591439486,1009.37578827143,"1"
"2016","a","b","N",166972.371311598,477.185424192343,-65.3770389775746,-70.9508155910298,"a",1.21779888635501,0,0.435597772710025,0.782201113644987,0,0,0,0,9782.20111364499,9128.80445457995,"1"
"2017","a","b","W",273214.927946087,916.961979416432,-54.4991736540105,-66.5996694616042,"a",1.52859503845684,0,1.05719007691368,0.471404961543158,0,0,0,0,9471.40496154316,7885.61984617263,"1"
"2018","a","a","W",1180666.7932392,2320.50539070135,1.20561015140265,-16.313748688437,"a",0.879839709959924,0,0.879839709959924,0,0,0,0,0,3959.27869481966,2639.51912987977,"1"
"2019","a","b","W",239419.413925577,777.070064078784,-57.9593977082986,-67.9837590833195,"a",1.42973149404861,0,0.859462988097221,0.57026850595139,0,0,0,0,9570.26850595139,8281.07402380556,"1"
"2020","a","a","W",490950.71901571,1561.2574463021,-32.9684615712613,-48.7293539196253,"a",2,0.402523074299097,1.5974769257009,0,0,0,0,0,7369.78154908866,4913.18769939244,"1"
"20211","b","a","N",386595.37091732,1184.46797275543,-4.25129389762878,-3.35146641731262,"a",2.44991374015808,1,1.44991374015808,0,0,0,0,0,6124.43931102753,4349.74122047424,"1"
"2022","b","a","W",460828.728727207,1523.9658617368,-11.442180537153,-9.45236811996438,"a",2,1.22109026857652,0.778909731423482,0,0,0,0,0,2691.49238227401,2469.38335541636,"1"
"2023","b","a","W",999572.169039333,2141.91610129178,8.06278849672526,1.85629921872169,"a",1.11335867457092,0.556679337285459,0.556679337285459,0,0,0,0,0,1781.37387931347,1670.03801185638,"1"
"2024","b","a","W",948965.449122943,2091.98238506541,6.48400188074447,0.791536152129993,"a",1.18679061019793,0.593395305098966,0.593395305098966,0,0,0,0,0,1898.86497631669,1780.1859152969,"1"
"20251","b","a","W",682355.992293167,1674.50636164378,9.00765071250498,-8.72640332812443,"a",1.54528066562489,0.545280665624887,1,0,0,0,0,0,2654.33679874986,2545.28066562489,"1"
"20261","a","a","W",609253.605876514,1443.17327590985,-18.8459504391067,-7.507570263464,"a",2,1.76616198243573,0.233838017564267,0,0,0,0,0,1554.74644917995,1161.21124215424,"1"
"2027","a","a","W",576023.625676208,1434.47337129666,-20.6736614922993,-8.60419689537957,"a",2,1.69305354030803,0.306946459691972,0,0,0,0,0,1759.45008713752,1336.67150326073,"1"
"20281","a","a","W",849794.287807397,1721.08888519509,16.031568760518,-9.10689586075023,"a",1.23899198928848,0.238991989288479,1,0,0,0,0,0,2406.28638179041,2238.99198928848,"1"
"20291","a","a","W",424378.542120035,1519.83287489437,-30.4057522672229,-14.9858976269607,"a",1.78302149334922,0.891510746674612,0.891510746674612,0,0,0,0,0,3298.58976269607,2674.53224002384,"1"
"20301","a","a","W",653302.611493333,1755.01269713463,-19.7641313513741,-9.36104085715488,"a",1.47897518146783,0.739487590733916,0.739487590733916,0,0,0,0,0,2736.10408571549,2218.46277220175,"1"
"20311","b","a","W",340331.289303978,1477.19820758537,-14.7667255557608,-6.74466895172372,"a",2.64037392800674,0.820186964003369,0.820186964003369,1,0,0,0,0,31242.8423676873,26403.7392800674,"1"
"20321","b","b","W",672983.98074761,1509.85849426873,-11.5411486793309,-2.40852583199739,"a",2.13262284733355,1.86737715266645,0.13262284733355,0.13262284733355,0,0,0,0,5541.79965667427,4499.11171160638,"1"
"20331","b","b","W",173589.880367215,596.96868731617,-53.9493562385906,-51.9978480502032,"a",1.53663785243407,0.268318926217034,0.268318926217034,1,0,0,0,0,16949.4601890212,15366.3785243407,"1"
"2034","b","a","N",387288.673573886,1048.06963857589,2.24045623745769,6.5865145875141,"a",3,1,1.70674270624295,0.293257293757051,0,0,0,0,17383.3410964347,13038.1750501692,"1"
"20351","a","a","W",488032.298588306,1774.64961220697,3.10597845539451,5.9576086178422,"a",2.70822980254889,0.854114901274443,1,0.854114901274443,0,0,0,0,30954.4951532036,25915.2172356844,"1"
"20361","a","b","W",826187.188765686,3462.44550186861,90.4603263093159,94.312095082365,"a",1.97390383575112,0.973903835751116,1,0,0,0,0,0,8525.15569953248,7843.4230145067,"1"
"20371","a","a","W",704828.246782622,2775.08087147633,68.6530369110405,72.857117714826,"a",2.26530639873818,1,1.26530639873818,0,0,0,0,0,8965.30639873818,7469.38720252365,"1"
"2038","a","a","W",1446637.80328448,3104.41381164407,52.3044953849167,44.7342522568069,"a",0.676816512830555,0.338408256415278,0.338408256415278,0,0,0,0,0,2944.15183081292,2707.26605132222,"1"
"20391","a","b","W",852615.601889975,3256.42485028319,83.177391352132,81.5978188011795,"a",1.85046426020563,0.850464260205626,1,0,0,0,0,0,7698.1105433777,7102.78556123376,"1"
"20401","a","a","W",947412.09017972,2517.44615362003,57.0541180728469,35.9927823983599,"a",1.40769691648893,0.407696916488931,1,0,0,0,0,0,4731.56934047583,4446.18149893358,"1"
